id,lang,type,code_raw,code_masked,masked
76,c#,expression_statement,"public virtual UpdateIPSetResponse UpdateIPSet(UpdateIPSetRequest request){var options = new InvokeOptions();options.RequestMarshaller = UpdateIPSetRequestMarshaller.Instance;options.ResponseUnmarshaller = UpdateIPSetResponseUnmarshaller.Instance;return Invoke<UpdateIPSetResponse>(request, options);}","public virtual UpdateIPSetResponse UpdateIPSet(UpdateIPSetRequest request){var options = new InvokeOptions();<MASKED>options.ResponseUnmarshaller = UpdateIPSetResponseUnmarshaller.Instance;return Invoke<UpdateIPSetResponse>(request, options);}",options.RequestMarshaller = UpdateIPSetRequestMarshaller.Instance;
77,java,expression_statement,public void print(Object obj) {print(String.valueOf(obj));},public void print(Object obj) {<MASKED>},print(String.valueOf(obj));
78,c#,expression_statement,public virtual void print(object obj){print(Sharpen.StringHelper.GetValueOf(obj));},public virtual void print(object obj){<MASKED>},print(Sharpen.StringHelper.GetValueOf(obj));
79,java,string_literal,"public String toString() {return ""IndexFileDeleter.CommitPoint("" + segmentsFileName + "")"";}","public String toString() {return <MASKED> + segmentsFileName + "")"";}","""IndexFileDeleter.CommitPoint("""
80,c#,string_literal,"public override string ToString(){return ""IndexFileDeleter.CommitPoint("" + segmentsFileName + "")"";}","public override string ToString(){return ""IndexFileDeleter.CommitPoint("" + segmentsFileName + <MASKED>;}",""")"""
81,java,expression_statement,"public synchronized boolean waitForGeneration(long targetGen, int maxMS) throws InterruptedException {if (targetGen > searchingGen) {reopenLock.lock();waitingGen = Math.max(waitingGen, targetGen);try {reopenCond.signal();} finally {reopenLock.unlock();}long startMS = System.nanoTime()/1000000;while (targetGen > searchingGen) {if (maxMS < 0) {wait();} else {long msLeft = (startMS + maxMS) - System.nanoTime()/1000000;if (msLeft <= 0) {return false;} else {wait(msLeft);}}}}return true;}","public synchronized boolean waitForGeneration(long targetGen, int maxMS) throws InterruptedException {if (targetGen > searchingGen) {reopenLock.lock();waitingGen = Math.max(waitingGen, targetGen);try {reopenCond.signal();} finally {<MASKED>}long startMS = System.nanoTime()/1000000;while (targetGen > searchingGen) {if (maxMS < 0) {wait();} else {long msLeft = (startMS + maxMS) - System.nanoTime()/1000000;if (msLeft <= 0) {return false;} else {wait(msLeft);}}}}return true;}",reopenLock.unlock();
82,c#,expression_statement,"public virtual bool WaitForGeneration(long targetGen, int maxMS){long curGen = writer.Generation;if (targetGen > curGen){throw new System.ArgumentException(""targetGen="" + targetGen + "" was never returned by the ReferenceManager instance (current gen="" + curGen + "")"");}lock (this)if (targetGen <= searchingGen)return true;else{waitingGen = Math.Max(waitingGen, targetGen);reopenCond.Set();available.Reset();}long startMS = Time.NanoTime() / 1000000;while (targetGen > Interlocked.Read(ref searchingGen)){if (maxMS < 0){available.WaitOne();}else{long msLeft = (startMS + maxMS) - (Time.NanoTime()) / 1000000;if (msLeft <= 0){return false;}else{available.WaitOne(TimeSpan.FromMilliseconds(msLeft));}}}return true;}","public virtual bool WaitForGeneration(long targetGen, int maxMS){long curGen = writer.Generation;if (targetGen > curGen){throw new System.ArgumentException(""targetGen="" + targetGen + "" was never returned by the ReferenceManager instance (current gen="" + curGen + "")"");}lock (this)if (targetGen <= searchingGen)return true;else{waitingGen = Math.Max(waitingGen, targetGen);reopenCond.Set();available.Reset();}long startMS = Time.NanoTime() / 1000000;while (targetGen > Interlocked.Read(ref searchingGen)){if (maxMS < 0){available.WaitOne();}else{long msLeft = (startMS + maxMS) - (Time.NanoTime()) / 1000000;if (msLeft <= 0){return false;}else{<MASKED>}}}return true;}",available.WaitOne(TimeSpan.FromMilliseconds(msLeft));
83,java,string_literal,"public StringBuffer append(boolean b) {return append(b ? ""true"" : ""false"");}","public StringBuffer append(boolean b) {return append(b ? <MASKED> : ""false"");}","""true"""
84,c#,string_literal,"public java.lang.StringBuffer append(bool b){return append(b ? ""true"" : ""false"");}","public java.lang.StringBuffer append(bool b){return append(b ? ""true"" : <MASKED>);}","""false"""
85,java,expression_statement,public CreateNotificationSubscriptionResult createNotificationSubscription(CreateNotificationSubscriptionRequest request) {request = beforeClientExecution(request);return executeCreateNotificationSubscription(request);},public CreateNotificationSubscriptionResult createNotificationSubscription(CreateNotificationSubscriptionRequest request) {<MASKED>return executeCreateNotificationSubscription(request);},request = beforeClientExecution(request);
86,c#,expression_statement,"public virtual CreateNotificationSubscriptionResponse CreateNotificationSubscription(CreateNotificationSubscriptionRequest request){var options = new InvokeOptions();options.RequestMarshaller = CreateNotificationSubscriptionRequestMarshaller.Instance;options.ResponseUnmarshaller = CreateNotificationSubscriptionResponseUnmarshaller.Instance;return Invoke<CreateNotificationSubscriptionResponse>(request, options);}","public virtual CreateNotificationSubscriptionResponse CreateNotificationSubscription(CreateNotificationSubscriptionRequest request){var options = new InvokeOptions();<MASKED>options.ResponseUnmarshaller = CreateNotificationSubscriptionResponseUnmarshaller.Instance;return Invoke<CreateNotificationSubscriptionResponse>(request, options);}",options.RequestMarshaller = CreateNotificationSubscriptionRequestMarshaller.Instance;
87,java,expression_statement,public void onChanged() {buildMap();for (DataSetObserver o : mObservers) {o.onChanged();}},public void onChanged() {buildMap();for (DataSetObserver o : mObservers) {<MASKED>}},o.onChanged();
88,c#,expression_statement,"public override void onChanged(){this._enclosing.refreshExpGroupMetadataList(true, true);this._enclosing.notifyDataSetChanged();}","public override void onChanged(){this._enclosing.refreshExpGroupMetadataList(true, true);<MASKED>}",this._enclosing.notifyDataSetChanged();
89,java,expression_statement,public DeleteEventTrackerResult deleteEventTracker(DeleteEventTrackerRequest request) {request = beforeClientExecution(request);return executeDeleteEventTracker(request);},public DeleteEventTrackerResult deleteEventTracker(DeleteEventTrackerRequest request) {<MASKED>return executeDeleteEventTracker(request);},request = beforeClientExecution(request);
90,c#,expression_statement,"public virtual DeleteEventTrackerResponse DeleteEventTracker(DeleteEventTrackerRequest request){var options = new InvokeOptions();options.RequestMarshaller = DeleteEventTrackerRequestMarshaller.Instance;options.ResponseUnmarshaller = DeleteEventTrackerResponseUnmarshaller.Instance;return Invoke<DeleteEventTrackerResponse>(request, options);}","public virtual DeleteEventTrackerResponse DeleteEventTracker(DeleteEventTrackerRequest request){var options = new InvokeOptions();options.RequestMarshaller = DeleteEventTrackerRequestMarshaller.Instance;<MASKED>return Invoke<DeleteEventTrackerResponse>(request, options);}",options.ResponseUnmarshaller = DeleteEventTrackerResponseUnmarshaller.Instance;
91,java,expression_statement,public ListWebsiteAuthorizationProvidersResult listWebsiteAuthorizationProviders(ListWebsiteAuthorizationProvidersRequest request) {request = beforeClientExecution(request);return executeListWebsiteAuthorizationProviders(request);},public ListWebsiteAuthorizationProvidersResult listWebsiteAuthorizationProviders(ListWebsiteAuthorizationProvidersRequest request) {<MASKED>return executeListWebsiteAuthorizationProviders(request);},request = beforeClientExecution(request);
92,c#,expression_statement,"public virtual ListWebsiteAuthorizationProvidersResponse ListWebsiteAuthorizationProviders(ListWebsiteAuthorizationProvidersRequest request){var options = new InvokeOptions();options.RequestMarshaller = ListWebsiteAuthorizationProvidersRequestMarshaller.Instance;options.ResponseUnmarshaller = ListWebsiteAuthorizationProvidersResponseUnmarshaller.Instance;return Invoke<ListWebsiteAuthorizationProvidersResponse>(request, options);}","public virtual ListWebsiteAuthorizationProvidersResponse ListWebsiteAuthorizationProviders(ListWebsiteAuthorizationProvidersRequest request){var options = new InvokeOptions();<MASKED>options.ResponseUnmarshaller = ListWebsiteAuthorizationProvidersResponseUnmarshaller.Instance;return Invoke<ListWebsiteAuthorizationProvidersResponse>(request, options);}",options.RequestMarshaller = ListWebsiteAuthorizationProvidersRequestMarshaller.Instance;
93,java,expression_statement,"public void write(char[] buf, int offset, int count) {doWrite(buf, offset, count);}","public void write(char[] buf, int offset, int count) {<MASKED>}","doWrite(buf, offset, count);"
94,c#,expression_statement,"public override void write(char[] buf, int offset, int count){doWrite(buf, offset, count);}","public override void write(char[] buf, int offset, int count){<MASKED>}","doWrite(buf, offset, count);"
95,java,expression_statement,"public String formatAsString() {if(isWholeColumnReference()) {returnCellReference.convertNumToColString(_firstCell.getCol())+ "":"" +CellReference.convertNumToColString(_lastCell.getCol());}StringBuilder sb = new StringBuilder(32);sb.append(_firstCell.formatAsString());if(!_isSingleCell) {sb.append(CELL_DELIMITER);if(_lastCell.getSheetName() == null) {sb.append(_lastCell.formatAsString());} else {_lastCell.appendCellReference(sb);}}return sb.toString();}",public String formatAsString() {if(isWholeColumnReference()) {<MASKED>}StringBuilder sb = new StringBuilder(32);sb.append(_firstCell.formatAsString());if(!_isSingleCell) {sb.append(CELL_DELIMITER);if(_lastCell.getSheetName() == null) {sb.append(_lastCell.formatAsString());} else {_lastCell.appendCellReference(sb);}}return sb.toString();},"returnCellReference.convertNumToColString(_firstCell.getCol())+ "":"" +CellReference.convertNumToColString(_lastCell.getCol());"
96,c#,expression_statement,"public String FormatAsString(){if (IsWholeColumnReference()){returnCellReference.ConvertNumToColString(_firstCell.Col)+ "":"" +CellReference.ConvertNumToColString(_lastCell.Col);}StringBuilder sb = new StringBuilder(32);sb.Append(_firstCell.FormatAsString());if (!_isSingleCell){sb.Append(CELL_DELIMITER);if (_lastCell.SheetName == null){sb.Append(_lastCell.FormatAsString());}else{_lastCell.AppendCellReference(sb);}}return sb.ToString();}",public String FormatAsString(){if (IsWholeColumnReference()){<MASKED>}StringBuilder sb = new StringBuilder(32);sb.Append(_firstCell.FormatAsString());if (!_isSingleCell){sb.Append(CELL_DELIMITER);if (_lastCell.SheetName == null){sb.Append(_lastCell.FormatAsString());}else{_lastCell.AppendCellReference(sb);}}return sb.ToString();},"returnCellReference.ConvertNumToColString(_firstCell.Col)+ "":"" +CellReference.ConvertNumToColString(_lastCell.Col);"
97,java,expression_statement,public DoubleDocValues(ValueSource vs) {this.vs = vs;},public DoubleDocValues(ValueSource vs) {<MASKED>},this.vs = vs;
98,c#,expression_statement,public DoubleDocValues(ValueSource vs){this.m_vs = vs;},public DoubleDocValues(ValueSource vs){<MASKED>},this.m_vs = vs;
99,java,expression_statement,public DeleteLoadBalancerPolicyResult deleteLoadBalancerPolicy(DeleteLoadBalancerPolicyRequest request) {request = beforeClientExecution(request);return executeDeleteLoadBalancerPolicy(request);},public DeleteLoadBalancerPolicyResult deleteLoadBalancerPolicy(DeleteLoadBalancerPolicyRequest request) {<MASKED>return executeDeleteLoadBalancerPolicy(request);},request = beforeClientExecution(request);
100,c#,expression_statement,"public virtual DeleteLoadBalancerPolicyResponse DeleteLoadBalancerPolicy(DeleteLoadBalancerPolicyRequest request){var options = new InvokeOptions();options.RequestMarshaller = DeleteLoadBalancerPolicyRequestMarshaller.Instance;options.ResponseUnmarshaller = DeleteLoadBalancerPolicyResponseUnmarshaller.Instance;return Invoke<DeleteLoadBalancerPolicyResponse>(request, options);}","public virtual DeleteLoadBalancerPolicyResponse DeleteLoadBalancerPolicy(DeleteLoadBalancerPolicyRequest request){var options = new InvokeOptions();<MASKED>options.ResponseUnmarshaller = DeleteLoadBalancerPolicyResponseUnmarshaller.Instance;return Invoke<DeleteLoadBalancerPolicyResponse>(request, options);}",options.RequestMarshaller = DeleteLoadBalancerPolicyRequestMarshaller.Instance;
101,java,expression_statement,public ReplicationGroup decreaseReplicaCount(DecreaseReplicaCountRequest request) {request = beforeClientExecution(request);return executeDecreaseReplicaCount(request);},public ReplicationGroup decreaseReplicaCount(DecreaseReplicaCountRequest request) {<MASKED>return executeDecreaseReplicaCount(request);},request = beforeClientExecution(request);
102,c#,expression_statement,"public virtual DecreaseReplicaCountResponse DecreaseReplicaCount(DecreaseReplicaCountRequest request){var options = new InvokeOptions();options.RequestMarshaller = DecreaseReplicaCountRequestMarshaller.Instance;options.ResponseUnmarshaller = DecreaseReplicaCountResponseUnmarshaller.Instance;return Invoke<DecreaseReplicaCountResponse>(request, options);}","public virtual DecreaseReplicaCountResponse DecreaseReplicaCount(DecreaseReplicaCountRequest request){var options = new InvokeOptions();options.RequestMarshaller = DecreaseReplicaCountRequestMarshaller.Instance;<MASKED>return Invoke<DecreaseReplicaCountResponse>(request, options);}",options.ResponseUnmarshaller = DecreaseReplicaCountResponseUnmarshaller.Instance;
